,number_of_books_read,year
4376,10,2021
4377,2,2021
4378,4,2021
4379,3,2021
4380,5,2021
4381,0,2021
4382,52,2021
4383,12,2021
4384,3,2021
4385,10,2021
4386,0,2021
4387,6,2021
4388,40,2021
4389,15,2021
4390,0,2021
4391,0,2021
4392,3,2021
4393,0,2021
4394,50,2021
4395,10,2021
4396,1,2021
4397,15,2021
4398,1,2021
4399,0,2021
4400,0,2021
4401,3,2021
4402,6,2021
4403,4,2021
4404,1,2021
4405,10,2021
4406,0,2021
4407,2,2021
4408,97,2021
4409,0,2021
4410,1,2021
4411,3,2021
4412,24,2021
4413,0,2021
4414,5,2021
4415,0,2021
4416,30,2021
4417,10,2021
4418,30,2021
4419,0,2021
4420,0,2021
4421,24,2021
4422,50,2021
4423,0,2021
4424,8,2021
4425,0,2021
4426,4,2021
4427,10,2021
4428,12,2021
4429,10,2021
4430,0,2021
4431,6,2021
4432,3,2021
4433,0,2021
4434,3,2021
4435,12,2021
4436,5,2021
4437,3,2021
4438,14,2021
4439,12,2021
4440,5,2021
4441,20,2021
4442,3,2021
4443,10,2021
4444,15,2021
4445,0,2021
4446,3,2021
4447,5,2021
4448,12,2021
4449,97,2021
4450,4,2021
4451,6,2021
4452,2,2021
4453,6,2021
4454,40,2021
4455,12,2021
4456,97,2021
4457,40,2021
4458,50,2021
4459,1,2021
4460,10,2021
4461,20,2021
4462,0,2021
4463,0,2021
4464,25,2021
4465,1,2021
4466,15,2021
4467,0,2021
4468,10,2021
4469,10,2021
4470,12,2021
4471,0,2021
4472,97,2021
4473,20,2021
4474,5,2021
4475,6,2021
4476,5,2021
4477,9,2021
4478,2,2021
4479,12,2021
4480,0,2021
4481,30,2021
4482,97,2021
4483,2,2021
4484,10,2021
4485,4,2021
4486,5,2021
4487,3,2021
4488,23,2021
4489,20,2021
4490,10,2021
4491,2,2021
4492,0,2021
4493,25,2021
4494,12,2021
4495,1,2021
4496,10,2021
4497,50,2021
4498,0,2021
4499,6,2021
4500,3,2021
4501,1,2021
4502,10,2021
4503,0,2021
4504,6,2021
4505,7,2021
4506,97,2021
4507,0,2021
4508,0,2021
4509,12,2021
4510,5,2021
4511,5,2021
4512,0,2021
4513,8,2021
4514,14,2021
4515,15,2021
4516,3,2021
4517,25,2021
4518,97,2021
4519,0,2021
4520,10,2021
4521,12,2021
4522,6,2021
4523,0,2021
4524,0,2021
4525,8,2021
4526,9,2021
4527,35,2021
4528,2,2021
4529,2,2021
4530,16,2021
4531,5,2021
4532,30,2021
4533,10,2021
4534,20,2021
4535,10,2021
4536,3,2021
4537,17,2021
4538,97,2021
4539,15,2021
4540,4,2021
4541,12,2021
4542,0,2021
4543,5,2021
4544,0,2021
4545,4,2021
4546,2,2021
4547,1,2021
4548,40,2021
4549,0,2021
4550,40,2021
4551,0,2021
4552,0,2021
4553,3,2021
4554,12,2021
4555,2,2021
4556,24,2021
4557,25,2021
4558,1,2021
4559,5,2021
4560,1,2021
4561,12,2021
4562,6,2021
4563,0,2021
4564,5,2021
4565,3,2021
4566,3,2021
4567,0,2021
4568,10,2021
4569,7,2021
4570,0,2021
4571,3,2021
4572,15,2021
4573,42,2021
4574,8,2021
4575,20,2021
4576,30,2021
4577,2,2021
4578,20,2021
4579,36,2021
4580,2,2021
4581,35,2021
4582,0,2021
4583,20,2021
4584,0,2021
4585,3,2021
4586,0,2021
4587,20,2021
4588,12,2021
4589,5,2021
4590,0,2021
4591,10,2021
4592,12,2021
4593,6,2021
4594,3,2021
4595,7,2021
4596,6,2021
4597,3,2021
4598,6,2021
4599,3,2021
4600,2,2021
4601,4,2021
4602,1,2021
4603,3,2021
4604,0,2021
4605,20,2021
4606,2,2021
4607,4,2021
4608,60,2021
4609,7,2021
4610,10,2021
4611,97,2021
4612,97,2021
4613,3,2021
4614,0,2021
4615,40,2021
4616,0,2021
4617,2,2021
4618,1,2021
4619,30,2021
4620,4,2021
4621,30,2021
4622,20,2021
4623,2,2021
4624,20,2021
4625,7,2021
4626,10,2021
4627,0,2021
4628,7,2021
4629,5,2021
4630,0,2021
4631,9,2021
4632,3,2021
4633,3,2021
4634,12,2021
4635,20,2021
4636,0,2021
4637,0,2021
4638,20,2021
4639,96,2021
4640,0,2021
4641,0,2021
4642,1,2021
4643,30,2021
4644,15,2021
4645,5,2021
4646,40,2021
4647,2,2021
4648,96,2021
4649,20,2021
4650,14,2021
4651,0,2021
4652,2,2021
4653,12,2021
4654,0,2021
4655,10,2021
4656,25,2021
4657,40,2021
4658,5,2021
4659,30,2021
4660,30,2021
4661,5,2021
4662,97,2021
4663,3,2021
4664,3,2021
4665,1,2021
4666,14,2021
4667,3,2021
4668,48,2021
4669,0,2021
4670,0,2021
4671,0,2021
4672,50,2021
4673,40,2021
4674,0,2021
4675,6,2021
4676,4,2021
4677,0,2021
4678,15,2021
4679,2,2021
4680,45,2021
4681,0,2021
4682,3,2021
4683,2,2021
4684,4,2021
4685,15,2021
4686,0,2021
4687,25,2021
4688,50,2021
4689,5,2021
4690,5,2021
4691,8,2021
4692,22,2021
4693,3,2021
4694,9,2021
4695,25,2021
4696,2,2021
4697,3,2021
4698,4,2021
4699,3,2021
4700,5,2021
4701,97,2021
4702,24,2021
4703,10,2021
4704,7,2021
4705,4,2021
4706,2,2021
4707,12,2021
4708,6,2021
4709,60,2021
4710,20,2021
4711,1,2021
4712,4,2021
4713,4,2021
4714,5,2021
4715,12,2021
4716,1,2021
4717,15,2021
4718,20,2021
4719,25,2021
4720,0,2021
4721,8,2021
4722,20,2021
4723,5,2021
4724,12,2021
4725,6,2021
4726,0,2021
4727,25,2021
4728,3,2021
4729,6,2021
4730,8,2021
4731,6,2021
4732,8,2021
4733,97,2021
4734,10,2021
4735,96,2021
4736,97,2021
4737,30,2021
4738,0,2021
4739,2,2021
4740,4,2021
4741,20,2021
4742,3,2021
4743,36,2021
4744,3,2021
4745,36,2021
4746,9,2021
4747,8,2021
4748,0,2021
4749,13,2021
4750,12,2021
4751,2,2021
4752,97,2021
4753,4,2021
4754,10,2021
4755,2,2021
4756,15,2021
4757,12,2021
4758,20,2021
4759,10,2021
4760,50,2021
4761,4,2021
4762,2,2021
4763,12,2021
4764,12,2021
4765,12,2021
4766,6,2021
4767,0,2021
4768,30,2021
4769,0,2021
4770,10,2021
4771,25,2021
4772,0,2021
4773,3,2021
4774,4,2021
4775,0,2021
4776,2,2021
4777,2,2021
4778,0,2021
4779,0,2021
4780,2,2021
4781,50,2021
4782,20,2021
4783,25,2021
4784,97,2021
4785,4,2021
4786,40,2021
4787,2,2021
4788,25,2021
4789,96,2021
4790,0,2021
4791,3,2021
4792,4,2021
4793,7,2021
4794,3,2021
4795,1,2021
4796,6,2021
4797,24,2021
4798,4,2021
4799,10,2021
4800,10,2021
4801,10,2021
4802,0,2021
4803,5,2021
4804,0,2021
4805,1,2021
4806,0,2021
4807,1,2021
4808,5,2021
4809,0,2021
4810,40,2021
4811,3,2021
4812,30,2021
4813,5,2021
4814,2,2021
4815,0,2021
4816,25,2021
4817,6,2021
4818,3,2021
4819,0,2021
4820,97,2021
4821,10,2021
4822,2,2021
4823,3,2021
4824,12,2021
4825,10,2021
4826,70,2021
4827,5,2021
4828,0,2021
4829,5,2021
4830,0,2021
4831,6,2021
4832,25,2021
4833,0,2021
4834,15,2021
4835,6,2021
4836,12,2021
4837,3,2021
4838,3,2021
4839,1,2021
4840,12,2021
4841,10,2021
4842,10,2021
4843,20,2021
4844,12,2021
4845,40,2021
4846,0,2021
4847,50,2021
4848,2,2021
4849,4,2021
4850,24,2021
4851,10,2021
4852,50,2021
4853,13,2021
4854,0,2021
4855,25,2021
4856,4,2021
4857,50,2021
4858,20,2021
4859,5,2021
4860,12,2021
4861,3,2021
4862,0,2021
4863,0,2021
4864,7,2021
4865,7,2021
4866,4,2021
4867,0,2021
4868,5,2021
4869,2,2021
4870,0,2021
4871,2,2021
4872,0,2021
4873,10,2021
4874,8,2021
4875,8,2021
4876,10,2021
4877,3,2021
4878,20,2021
4879,4,2021
4880,97,2021
4881,50,2021
4882,3,2021
4883,25,2021
4884,1,2021
4885,9,2021
4886,0,2021
4887,17,2021
4888,10,2021
4889,0,2021
4890,2,2021
4891,0,2021
4892,0,2021
4893,97,2021
4894,5,2021
4895,0,2021
4896,3,2021
4897,1,2021
4898,2,2021
4899,3,2021
4900,1,2021
4901,0,2021
4902,0,2021
4903,20,2021
4904,1,2021
4905,1,2021
4906,1,2021
4907,25,2021
4908,0,2021
4909,2,2021
4910,20,2021
4911,5,2021
4912,16,2021
4913,2,2021
4914,50,2021
4915,10,2021
4916,5,2021
4917,0,2021
4918,6,2021
4919,8,2021
4920,6,2021
4921,87,2021
4922,25,2021
4923,5,2021
4924,0,2021
4925,20,2021
4926,2,2021
4927,12,2021
4928,0,2021
4929,2,2021
4930,2,2021
4931,10,2021
4932,4,2021
4933,15,2021
4934,50,2021
4935,20,2021
4936,75,2021
4937,4,2021
4938,10,2021
4939,0,2021
4940,5,2021
4941,20,2021
4942,2,2021
4943,0,2021
4944,0,2021
4945,12,2021
4946,0,2021
4947,3,2021
4948,25,2021
4949,10,2021
4950,10,2021
4951,21,2021
4952,48,2021
4953,1,2021
4954,4,2021
4955,0,2021
4956,0,2021
4957,0,2021
4958,20,2021
4959,0,2021
4960,4,2021
4961,60,2021
4962,4,2021
4963,9,2021
4964,2,2021
4965,3,2021
4966,1,2021
4967,65,2021
4968,2,2021
4969,97,2021
4970,3,2021
4971,12,2021
4972,88,2021
4973,60,2021
4974,40,2021
4975,96,2021
4976,12,2021
4977,2,2021
4978,8,2021
4979,10,2021
4980,0,2021
4981,0,2021
4982,48,2021
4983,0,2021
4984,12,2021
4985,3,2021
4986,3,2021
4987,1,2021
4988,0,2021
4989,5,2021
4990,0,2021
4991,0,2021
4992,5,2021
4993,2,2021
4994,1,2021
4995,0,2021
4996,1,2021
4997,12,2021
4998,0,2021
4999,2,2021
5000,3,2021
5001,5,2021
5002,3,2021
5003,2,2021
5004,1,2021
5005,15,2021
